"id";"uri";"nomParlamentar";"cargo";"siglaUf";"municipio";"anoInicio";"anoFim";"siglaPartidoEleicao";"uriPartidoEleicao"
"1536";"https://dadosabertos.camara.leg.br/api/v2/deputados/1536";"PLÍNIO MARTINS";"Vereador(a)";"MT";"";"1977";"1983";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"139359";"https://dadosabertos.camara.leg.br/api/v2/deputados/139359";"RUBEN FIGUEIRÓ";"Deputado(a) Estadual";"MT";"";"1971";"1975";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139359";"https://dadosabertos.camara.leg.br/api/v2/deputados/139359";"RUBEN FIGUEIRÓ";"Deputado(a) Estadual";"MT";"";"1975";"1979";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139162";"https://dadosabertos.camara.leg.br/api/v2/deputados/139162";"BORGES DA SILVEIRA";"Vice-Prefeito(a)";"PR";"";"1977";"1979";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139157";"https://dadosabertos.camara.leg.br/api/v2/deputados/139157";"ARTENIR WERNER";"Prefeito(a)";"SC";"";"1969";"1973";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139385";"https://dadosabertos.camara.leg.br/api/v2/deputados/139385";"WALMOR DE LUCA";"Vereador(a)";"SC";"";"1967";"1970";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"139177";"https://dadosabertos.camara.leg.br/api/v2/deputados/139177";"DARCY POZZA";"Vereador(a)";"RS";"";"1968";"1972";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139177";"https://dadosabertos.camara.leg.br/api/v2/deputados/139177";"DARCY POZZA";"Prefeito(a)";"RS";"";"1973";"1977";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139237";"https://dadosabertos.camara.leg.br/api/v2/deputados/139237";"IRAJÁ RODRIGUES";"Vereador(a)";"RS";"";"1965";"1969";"";""
"139237";"https://dadosabertos.camara.leg.br/api/v2/deputados/139237";"IRAJÁ RODRIGUES";"Prefeito(a)";"RS";"";"1977";"1983";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"139237";"https://dadosabertos.camara.leg.br/api/v2/deputados/139237";"IRAJÁ RODRIGUES";"Prefeito(a)";"RS";"";"1992";"";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139281";"https://dadosabertos.camara.leg.br/api/v2/deputados/139281";"JULIO COSTAMILAN";"Vereador(a)";"RS";"";"";"1963";"";""
"139281";"https://dadosabertos.camara.leg.br/api/v2/deputados/139281";"JULIO COSTAMILAN";"Vereador(a)";"RS";"";"1969";"1973";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"139281";"https://dadosabertos.camara.leg.br/api/v2/deputados/139281";"JULIO COSTAMILAN";"Vereador(a)";"RS";"";"1973";"1975";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"139281";"https://dadosabertos.camara.leg.br/api/v2/deputados/139281";"JULIO COSTAMILAN";"Deputado(a) Estadual";"RS";"";"1975";"1979";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"139334";"https://dadosabertos.camara.leg.br/api/v2/deputados/139334";"PAULO MINCARONE";"Deputado(a) Estadual";"RS";"";"1955";"1959";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845"
"133855";"https://dadosabertos.camara.leg.br/api/v2/deputados/133855";"VICTOR FACCIONI";"Vereador(a)";"RS";"";"1963";"1967";"PDC";"https://dadosabertos.camara.leg.br/api/v2/partidos/36783"
"133855";"https://dadosabertos.camara.leg.br/api/v2/deputados/133855";"VICTOR FACCIONI";"Deputado(a) Estadual";"RS";"";"1967";"1971";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"133855";"https://dadosabertos.camara.leg.br/api/v2/deputados/133855";"VICTOR FACCIONI";"Deputado(a) Estadual";"RS";"";"1971";"1975";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139372";"https://dadosabertos.camara.leg.br/api/v2/deputados/139372";"VALMIR CAMPELO";"Senador(a)";"DF";"";"1991";"1995";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845"
"139372";"https://dadosabertos.camara.leg.br/api/v2/deputados/139372";"VALMIR CAMPELO";"Senador(a)";"DF";"";"1995";"1997";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845"
"73510";"https://dadosabertos.camara.leg.br/api/v2/deputados/73510";"SÉRGIO SPADA";"Vereador(a)";"PR";"";"1977";"1983";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"73510";"https://dadosabertos.camara.leg.br/api/v2/deputados/73510";"SÉRGIO SPADA";"Deputado(a) Estadual";"PR";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139124";"https://dadosabertos.camara.leg.br/api/v2/deputados/139124";"ACIVAL GOMES";"Vereador(a)";"SE";"";"1975";"1979";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"139124";"https://dadosabertos.camara.leg.br/api/v2/deputados/139124";"ACIVAL GOMES";"Vereador(a)";"SE";"";"1979";"1983";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"139124";"https://dadosabertos.camara.leg.br/api/v2/deputados/139124";"ACIVAL GOMES";"Vereador(a)";"SE";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"133857";"https://dadosabertos.camara.leg.br/api/v2/deputados/133857";"JOAQUIM SUCENA";"Deputado(a) Estadual";"MT";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139371";"https://dadosabertos.camara.leg.br/api/v2/deputados/139371";"UBIRATAN SPINELLI";"Deputado(a) Estadual";"MT";"";"1979";"1983";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139371";"https://dadosabertos.camara.leg.br/api/v2/deputados/139371";"UBIRATAN SPINELLI";"Deputado(a) Estadual";"MT";"";"1983";"1987";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"139188";"https://dadosabertos.camara.leg.br/api/v2/deputados/139188";"EDUARDO BOMFIM";"Deputado(a) Estadual";"AL";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139319";"https://dadosabertos.camara.leg.br/api/v2/deputados/139319";"NILSO SGUAREZI";"Vereador(a)";"PR";"";"1969";"1973";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"139319";"https://dadosabertos.camara.leg.br/api/v2/deputados/139319";"NILSO SGUAREZI";"Deputado(a) Estadual";"PR";"";"1975";"1979";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"139319";"https://dadosabertos.camara.leg.br/api/v2/deputados/139319";"NILSO SGUAREZI";"Deputado(a) Estadual";"PR";"";"1979";"1983";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"139319";"https://dadosabertos.camara.leg.br/api/v2/deputados/139319";"NILSO SGUAREZI";"Deputado(a) Estadual";"PR";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"133858";"https://dadosabertos.camara.leg.br/api/v2/deputados/133858";"EVALDO GONÇALVES";"Vereador(a)";"PB";"";"1959";"1963";"PSP";"https://dadosabertos.camara.leg.br/api/v2/partidos/36840"
"133858";"https://dadosabertos.camara.leg.br/api/v2/deputados/133858";"EVALDO GONÇALVES";"Deputado(a) Estadual";"PB";"";"1975";"1979";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"133858";"https://dadosabertos.camara.leg.br/api/v2/deputados/133858";"EVALDO GONÇALVES";"Deputado(a) Estadual";"PB";"";"1979";"1983";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"133858";"https://dadosabertos.camara.leg.br/api/v2/deputados/133858";"EVALDO GONÇALVES";"Deputado(a) Estadual";"PB";"";"1983";"1987";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"133858";"https://dadosabertos.camara.leg.br/api/v2/deputados/133858";"EVALDO GONÇALVES";"Governador(a)";"PB";"";"1985";"";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"133859";"https://dadosabertos.camara.leg.br/api/v2/deputados/133859";"MENDES RIBEIRO";"Deputado(a) Estadual";"RS";"";"1962";"1963";"UDN";"https://dadosabertos.camara.leg.br/api/v2/partidos/36854"
"133859";"https://dadosabertos.camara.leg.br/api/v2/deputados/133859";"MENDES RIBEIRO";"Vereador(a)";"RS";"";"1963";"1964";"MTR";"https://dadosabertos.camara.leg.br/api/v2/partidos/36775"
"73708";"https://dadosabertos.camara.leg.br/api/v2/deputados/73708";"HILÁRIO BRAUN";"Deputado(a) Estadual";"RS";"";"1983";"1985";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139192";"https://dadosabertos.camara.leg.br/api/v2/deputados/139192";"ÉRICO PEGORARO";"Vereador(a)";"RS";"";"1973";"1977";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139192";"https://dadosabertos.camara.leg.br/api/v2/deputados/139192";"ÉRICO PEGORARO";"Deputado(a) Estadual";"RS";"";"1979";"1983";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139192";"https://dadosabertos.camara.leg.br/api/v2/deputados/139192";"ÉRICO PEGORARO";"Deputado(a) Estadual";"RS";"";"1983";"1987";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"1537";"https://dadosabertos.camara.leg.br/api/v2/deputados/1537";"GANDI JAMIL";"Deputado(a) Estadual";"MS";"";"1982";"1985";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"1537";"https://dadosabertos.camara.leg.br/api/v2/deputados/1537";"GANDI JAMIL";"Deputado(a) Estadual";"MS";"";"1985";"1987";"PFL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36790"
"133860";"https://dadosabertos.camara.leg.br/api/v2/deputados/133860";"VALTER PEREIRA";"Vereador(a)";"MS";"Campo Grande";"1972";"1974";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"133860";"https://dadosabertos.camara.leg.br/api/v2/deputados/133860";"VALTER PEREIRA";"Deputado(a) Estadual";"MT";"";"1975";"1979";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"133860";"https://dadosabertos.camara.leg.br/api/v2/deputados/133860";"VALTER PEREIRA";"Deputado(a) Estadual";"MS";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"133860";"https://dadosabertos.camara.leg.br/api/v2/deputados/133860";"VALTER PEREIRA";"Senador(a)";"MS";"";"2006";"2011";"";""
"133861";"https://dadosabertos.camara.leg.br/api/v2/deputados/133861";"JOSÉ ELIAS";"Prefeito(a)";"MT";"";"1977";"1983";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139240";"https://dadosabertos.camara.leg.br/api/v2/deputados/139240";"IVO CERSÓSIMO";"Vereador(a)";"MT";"";"1963";"1967";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834"
"139240";"https://dadosabertos.camara.leg.br/api/v2/deputados/139240";"IVO CERSÓSIMO";"Deputado(a) Estadual";"MT";"";"1967";"1971";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139240";"https://dadosabertos.camara.leg.br/api/v2/deputados/139240";"IVO CERSÓSIMO";"Deputado(a) Estadual";"MT";"";"1971";"1975";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139240";"https://dadosabertos.camara.leg.br/api/v2/deputados/139240";"IVO CERSÓSIMO";"Deputado(a) Estadual";"MS";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"73797";"https://dadosabertos.camara.leg.br/api/v2/deputados/73797";"MAURO MIRANDA";"Senador(a)";"GO";"";"1995";"2003";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139150";"https://dadosabertos.camara.leg.br/api/v2/deputados/139150";"ANTONIO MARIZ";"Prefeito(a)";"PB";"";"1963";"1969";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845"
"139150";"https://dadosabertos.camara.leg.br/api/v2/deputados/139150";"ANTONIO MARIZ";"Senador(a)";"PB";"";"1991";"1994";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139150";"https://dadosabertos.camara.leg.br/api/v2/deputados/139150";"ANTONIO MARIZ";"Governador(a)";"PB";"";"1995";"1995";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139128";"https://dadosabertos.camara.leg.br/api/v2/deputados/139128";"AGASSIZ ALMEIDA";"Vereador(a)";"PB";"";"1958";"1960";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832"
"139128";"https://dadosabertos.camara.leg.br/api/v2/deputados/139128";"AGASSIZ ALMEIDA";"Deputado(a) Estadual";"PB";"";"1963";"1964";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832"
"139276";"https://dadosabertos.camara.leg.br/api/v2/deputados/139276";"JOSÉ VIANA";"Vereador(a)";"RO";"";"1977";"1983";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"133862";"https://dadosabertos.camara.leg.br/api/v2/deputados/133862";"JESUS TAJRA";"Deputado(a) Estadual";"PI";"";"1967";"1971";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"133862";"https://dadosabertos.camara.leg.br/api/v2/deputados/133862";"JESUS TAJRA";"Prefeito(a)";"PI";"";"1982";"1983";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"139247";"https://dadosabertos.camara.leg.br/api/v2/deputados/139247";"JESUALDO CAVALCANTI";"Vereador(a)";"PI";"";"1963";"1964";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845"
"139247";"https://dadosabertos.camara.leg.br/api/v2/deputados/139247";"JESUALDO CAVALCANTI";"Deputado(a) Estadual";"PI";"";"1979";"1983";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139247";"https://dadosabertos.camara.leg.br/api/v2/deputados/139247";"JESUALDO CAVALCANTI";"Deputado(a) Estadual";"PI";"";"1983";"1987";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"73816";"https://dadosabertos.camara.leg.br/api/v2/deputados/73816";"PAULO SILVA";"Deputado(a) Estadual";"PI";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139323";"https://dadosabertos.camara.leg.br/api/v2/deputados/139323";"OLÍVIO DUTRA";"Prefeito(a)";"RS";"Porto Alegre";"1989";"1993";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844"
"139323";"https://dadosabertos.camara.leg.br/api/v2/deputados/139323";"OLÍVIO DUTRA";"Governador(a)";"RS";"";"1999";"2003";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844"
"139357";"https://dadosabertos.camara.leg.br/api/v2/deputados/139357";"ROSPIDE NETTO";"Vereador(a)";"RS";"";"";"";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845"
"139357";"https://dadosabertos.camara.leg.br/api/v2/deputados/139357";"ROSPIDE NETTO";"Vereador(a)";"RS";"";"";"";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"139357";"https://dadosabertos.camara.leg.br/api/v2/deputados/139357";"ROSPIDE NETTO";"Deputado(a) Estadual";"RS";"";"1971";"1975";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"139357";"https://dadosabertos.camara.leg.br/api/v2/deputados/139357";"ROSPIDE NETTO";"Deputado(a) Estadual";"RS";"";"1975";"1979";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"139357";"https://dadosabertos.camara.leg.br/api/v2/deputados/139357";"ROSPIDE NETTO";"Deputado(a) Estadual";"RS";"";"1979";"1983";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"139357";"https://dadosabertos.camara.leg.br/api/v2/deputados/139357";"ROSPIDE NETTO";"Deputado(a) Estadual";"RS";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139241";"https://dadosabertos.camara.leg.br/api/v2/deputados/139241";"IVO LECH";"Vereador(a)";"RS";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139375";"https://dadosabertos.camara.leg.br/api/v2/deputados/139375";"VICENTE BOGO";"Vereador(a)";"RS";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"133864";"https://dadosabertos.camara.leg.br/api/v2/deputados/133864";"RAQUEL CÂNDIDO";"Vereador(a)";"RO";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139146";"https://dadosabertos.camara.leg.br/api/v2/deputados/139146";"ANTERO DE BARROS";"Vereador(a)";"MT";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139146";"https://dadosabertos.camara.leg.br/api/v2/deputados/139146";"ANTERO DE BARROS";"Senador(a)";"MT";"";"1999";"2007";"";""
"139167";"https://dadosabertos.camara.leg.br/api/v2/deputados/139167";"CARREL BENEVIDES";"Prefeito(a)";"AM";"";"";"";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139167";"https://dadosabertos.camara.leg.br/api/v2/deputados/139167";"CARREL BENEVIDES";"Vereador(a)";"AM";"";"1977";"1983";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139167";"https://dadosabertos.camara.leg.br/api/v2/deputados/139167";"CARREL BENEVIDES";"Vereador(a)";"AM";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"133866";"https://dadosabertos.camara.leg.br/api/v2/deputados/133866";"BETH AZIZE";"Vereador(a)";"AM";"";"1977";"1978";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"133866";"https://dadosabertos.camara.leg.br/api/v2/deputados/133866";"BETH AZIZE";"Deputado(a) Estadual";"AM";"";"1979";"1983";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"133866";"https://dadosabertos.camara.leg.br/api/v2/deputados/133866";"BETH AZIZE";"Deputado(a) Estadual";"AM";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139159";"https://dadosabertos.camara.leg.br/api/v2/deputados/139159";"BERNARDO CABRAL";"Deputado(a) Estadual";"AM";"";"1963";"1967";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845"
"139159";"https://dadosabertos.camara.leg.br/api/v2/deputados/139159";"BERNARDO CABRAL";"Senador(a)";"AM";"";"1995";"2003";"PFL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36790"
"133867";"https://dadosabertos.camara.leg.br/api/v2/deputados/133867";"JOSÉ DUTRA";"Deputado(a) Estadual";"AM";"";"1971";"1975";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"133867";"https://dadosabertos.camara.leg.br/api/v2/deputados/133867";"JOSÉ DUTRA";"Deputado(a) Estadual";"AM";"";"1975";"1979";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"133867";"https://dadosabertos.camara.leg.br/api/v2/deputados/133867";"JOSÉ DUTRA";"Deputado(a) Estadual";"AM";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"133868";"https://dadosabertos.camara.leg.br/api/v2/deputados/133868";"ANTÔNIO DE JESUS";"Deputado(a) Estadual";"GO";"";"1980";"1981";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"139292";"https://dadosabertos.camara.leg.br/api/v2/deputados/139292";"MAGUITO VILELA";"Vereador(a)";"GO";"";"1976";"1980";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139292";"https://dadosabertos.camara.leg.br/api/v2/deputados/139292";"MAGUITO VILELA";"Deputado(a) Estadual";"GO";"";"1982";"1986";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139292";"https://dadosabertos.camara.leg.br/api/v2/deputados/139292";"MAGUITO VILELA";"Vice-Governador(a)";"GO";"";"1991";"1994";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139292";"https://dadosabertos.camara.leg.br/api/v2/deputados/139292";"MAGUITO VILELA";"Governador(a)";"GO";"";"1995";"1998";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139292";"https://dadosabertos.camara.leg.br/api/v2/deputados/139292";"MAGUITO VILELA";"Senador(a)";"GO";"";"1999";"2007";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"133869";"https://dadosabertos.camara.leg.br/api/v2/deputados/133869";"NAPHTALI ALVES DE SOUZA";"Prefeito(a)";"GO";"";"1977";"1983";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"133869";"https://dadosabertos.camara.leg.br/api/v2/deputados/133869";"NAPHTALI ALVES DE SOUZA";"Vice-Governador(a)";"GO";"";"1995";"";"";""
"133870";"https://dadosabertos.camara.leg.br/api/v2/deputados/133870";"LUIZ SOYER";"Deputado(a) Estadual";"GO";"";"1971";"1975";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"133870";"https://dadosabertos.camara.leg.br/api/v2/deputados/133870";"LUIZ SOYER";"Deputado(a) Estadual";"GO";"";"1975";"1979";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"139244";"https://dadosabertos.camara.leg.br/api/v2/deputados/139244";"JALLES FONTOURA";"Prefeito(a)";"GO";"";"1977";"1983";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139244";"https://dadosabertos.camara.leg.br/api/v2/deputados/139244";"JALLES FONTOURA";"Deputado(a) Estadual";"GO";"";"1983";"1987";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"139320";"https://dadosabertos.camara.leg.br/api/v2/deputados/139320";"NION ALBERNAZ";"Vereador(a)";"GO";"";"1957";"1962";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834"
"139320";"https://dadosabertos.camara.leg.br/api/v2/deputados/139320";"NION ALBERNAZ";"Prefeito(a)";"GO";"";"1983";"1985";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139337";"https://dadosabertos.camara.leg.br/api/v2/deputados/139337";"PAULO ROBERTO CUNHA";"Prefeito(a)";"GO";"";"1989";"1990";"PDC";"https://dadosabertos.camara.leg.br/api/v2/partidos/36783"
"65468";"https://dadosabertos.camara.leg.br/api/v2/deputados/65468";"ERVIN BONKOSKI";"Deputado(a) Estadual";"PR";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139287";"https://dadosabertos.camara.leg.br/api/v2/deputados/139287";"LUIZ ALBERTO RODRIGUES";"Vereador(a)";"MG";"";"1977";"1979";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"139287";"https://dadosabertos.camara.leg.br/api/v2/deputados/139287";"LUIZ ALBERTO RODRIGUES";"Deputado(a) Estadual";"MG";"";"1979";"1983";"MDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36899"
"139287";"https://dadosabertos.camara.leg.br/api/v2/deputados/139287";"LUIZ ALBERTO RODRIGUES";"Deputado(a) Estadual";"MG";"";"1983";"1987";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800"
"139243";"https://dadosabertos.camara.leg.br/api/v2/deputados/139243";"JACY SCANAGATTA";"Vice-Prefeito(a)";"PR";"";"1966";"1970";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139243";"https://dadosabertos.camara.leg.br/api/v2/deputados/139243";"JACY SCANAGATTA";"Prefeito(a)";"PR";"";"1977";"1983";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139194";"https://dadosabertos.camara.leg.br/api/v2/deputados/139194";"EUNICE MICHILES";"Deputado(a) Estadual";"AM";"";"1975";"1979";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139194";"https://dadosabertos.camara.leg.br/api/v2/deputados/139194";"EUNICE MICHILES";"Senador(a)";"AM";"";"1979";"1987";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"139136";"https://dadosabertos.camara.leg.br/api/v2/deputados/139136";"ALOYSIO CHAVES";"Governador(a)";"PA";"";"1975";"1978";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139136";"https://dadosabertos.camara.leg.br/api/v2/deputados/139136";"ALOYSIO CHAVES";"Senador(a)";"PA";"";"1979";"1987";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139152";"https://dadosabertos.camara.leg.br/api/v2/deputados/139152";"ANTÔNIO SALIM CURIATI";"Deputado(a) Estadual";"SP";"";"1967";"1971";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139152";"https://dadosabertos.camara.leg.br/api/v2/deputados/139152";"ANTÔNIO SALIM CURIATI";"Deputado(a) Estadual";"SP";"";"1971";"1975";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139152";"https://dadosabertos.camara.leg.br/api/v2/deputados/139152";"ANTÔNIO SALIM CURIATI";"Deputado(a) Estadual";"SP";"";"1975";"1979";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139152";"https://dadosabertos.camara.leg.br/api/v2/deputados/139152";"ANTÔNIO SALIM CURIATI";"Deputado(a) Estadual";"SP";"";"1979";"1981";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139152";"https://dadosabertos.camara.leg.br/api/v2/deputados/139152";"ANTÔNIO SALIM CURIATI";"Prefeito(a)";"SP";"";"1982";"1983";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
"139155";"https://dadosabertos.camara.leg.br/api/v2/deputados/139155";"ARNALDO PRIETO";"Vereador(a)";"RS";"";"1959";"1963";"UDN";"https://dadosabertos.camara.leg.br/api/v2/partidos/36854"
"73965";"https://dadosabertos.camara.leg.br/api/v2/deputados/73965";"NELSON SEIXAS";"Vereador(a)";"SP";"";"1973";"1974";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"139289";"https://dadosabertos.camara.leg.br/api/v2/deputados/139289";"LUIZ INÁCIO LULA DA SILVA";"Presidente da República";"";"";"2003";"2011";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844"
"139289";"https://dadosabertos.camara.leg.br/api/v2/deputados/139289";"LUIZ INÁCIO LULA DA SILVA";"Presidente da República";"";"";"2023";"";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844"
"133872";"https://dadosabertos.camara.leg.br/api/v2/deputados/133872";"FAUSTO ROCHA";"Deputado(a) Estadual";"SP";"";"1979";"1983";"ARENA";"https://dadosabertos.camara.leg.br/api/v2/partidos/36768"
"133872";"https://dadosabertos.camara.leg.br/api/v2/deputados/133872";"FAUSTO ROCHA";"Deputado(a) Estadual";"SP";"";"1983";"1987";"PDS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36785"
